"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,   "pstatic_in"   ,     "pdyn_in"    ,   "pstatic_out"  ,    "pdyn_out"    ,   "pstatic_in1"  ,    "pdyn_in1"    ,   "pstatic_in2"  ,    "pdyn_in2"    ,   "pstatic_in3"  ,    "pdyn_in3"    ,   "pstatic_in4"  ,    "pdyn_in4"    ,    "pdyn_out1"   ,    "pdyn_out2"   ,    "pdyn_out3"   ,      "phigh"     ,      "plow"      ,     "in_den1"    ,     "in_den2"    ,     "in_den3"    ,     "in_den4"    ,    "out_den1"    ,    "out_den2"    ,    "out_den3"    ,    "mflow_in"    ,    "mflow_out"   ,      "pdrop"     
         107,      -5.265169923,      -4.855649286,       -4.98688333,        3.07938704,       1.428268806,     0.01255554306,       3.475970269,       3.280149483,       1.482824204,       3.359944419,       1.446859511,       2.535045562,       1.320368436,       3.122846902,       1.458139755,       3.607150103,       3.541695215,       3.327313835,       4.507655846,       3.488525812,     0.05617930004,     0.05362520314,     0.05270106872,     0.05438898134,    -0.04956076286,    -0.07773750959,    -0.07810402748,      0.2168945532,     -0.2054022999,       1.019130034
         108,      -5.261996777,      -4.870496219,      -4.986250942,       3.098840953,       1.426348401,     0.01740280188,       3.501680132,       3.223541099,       1.479240783,       3.259677452,       1.447813342,       2.912015304,       1.319665289,       2.992393823,       1.453996642,       3.622404725,       3.542927596,       3.384992089,       4.525189355,       3.519082933,     0.05610930196,     0.05364298079,      0.0526870169,     0.05431148007,    -0.04961232423,    -0.07788017825,    -0.07885801648,      0.2167507797,      -0.206350519,       1.006106421
         109,      -5.264096004,      -4.885056627,      -4.981589472,        3.12342832,       1.424867091,     0.02155840851,       3.531061302,       3.176331825,       1.476440701,       3.156891327,       1.448451655,       3.285340239,       1.320907183,       2.878226082,       1.449276609,       3.629884636,       3.550527049,        3.45047447,       4.548295411,       3.552619711,      0.0560545269,     0.05365490171,      0.0527118623,     0.05422305342,    -0.04960073951,    -0.07807347936,    -0.07968384913,      0.2166443443,      -0.207358068,      0.9956757002
         110,      -5.271842716,      -4.898550467,      -4.973562321,       3.151536071,       1.423868742,     0.02437864433,       3.564206423,       3.135868944,       1.474450904,       3.052875277,       1.448759183,        3.64759258,       1.324025216,       2.781906848,       1.444193574,       3.631456683,       3.564612524,       3.522459519,       4.575404814,       3.588585067,     0.05601551711,      0.0536606933,     0.05277417602,      0.0541276591,    -0.04953766547,     -0.0783180628,    -0.08056228693,      0.2165780455,     -0.2084180152,      0.9868197467
         111,       -5.28532666,      -4.909995484,      -4.963038057,       3.181477344,       1.423364315,     0.02646943174,       3.600467696,       3.099589372,       1.473214019,       2.948971404,       1.448714925,       3.991984507,       1.328896109,       2.704120232,       1.438970686,       3.626103299,       3.585017659,       3.599825136,       4.604841659,       3.626937128,     0.05599120858,     0.05365995812,     0.05287134941,      0.0540294494,    -0.04941992832,    -0.07861180011,    -0.08147782274,      0.2165519655,     -0.2095095512,      0.9779045308
         112,      -5.304996706,      -4.918897563,      -4.950857482,       3.211567009,       1.423348476,      0.0276975935,        3.63956393,       3.065248955,       1.472635455,       2.846567773,       1.448304429,       4.312457725,       1.335356559,       2.644690156,       1.433834597,       3.614515629,       3.611429393,       3.681485042,       4.634915485,       3.667261524,     0.05597976764,     0.05365242627,     0.05299993222,     0.05393268013,    -0.04925330875,    -0.07895099222,    -0.08241578607,      0.2165648063,      -0.210620087,      0.9676539616
         113,      -5.331237605,      -4.924492263,      -4.938440835,        3.24017279,       1.423798935,     0.02869209382,       3.680816701,       3.031041976,       1.472593844,       2.747094436,       1.447516018,       4.603722667,       1.343215425,       2.602630766,       1.428997021,       3.596422856,       3.643731019,       3.765761293,       4.663971726,       3.709508794,     0.05597884713,     0.05363788246,     0.05315589847,     0.05384137333,    -0.04903835853,    -0.07933479283,    -0.08335692973,      0.2166140014,     -0.2117300811,      0.9544629312
         114,      -5.364833437,      -4.926314924,      -4.927100225,       3.265790333,       1.424672649,     0.02814488706,       3.724346369,       2.995667778,       1.472942146,       2.652017546,        1.44633613,       4.861381947,        1.35225784,       2.576242527,       1.424641343,       3.572813133,       3.681908414,       3.852195147,       4.690462982,       3.752491256,     0.05598564027,      0.0536160708,     0.05333475946,     0.05375903637,    -0.04878191799,    -0.07976302727,    -0.08429538283,      0.2166955069,     -0.2128403281,      0.9379717257
         115,      -5.406583146,      -4.925350215,      -4.917158532,       3.287136148,        1.42590704,     0.02665861931,       3.769386754,        2.95837318,       1.473517205,       2.562826907,       1.444750484,       5.082076649,       1.362251934,       2.563271789,       1.420911186,       3.544047447,       3.725401266,       3.939022613,       4.713043187,       3.796045373,     0.05599705084,     0.05358671587,     0.05353172448,     0.05368844294,     -0.0484876974,    -0.08023005117,    -0.08521277364,      0.2168039341,     -0.2139305222,      0.9169978142
         116,      -5.456724342,      -4.922096365,      -4.909730428,       3.303195227,       1.427431371,      0.0237637238,        3.81561083,       2.918955488,       1.474154604,       2.481020133,        1.44274736,       5.263441648,       1.372983091,       2.561095562,       1.417904304,       3.510845823,       3.773245696,       4.025787926,       4.730626597,       3.839374554,     0.05600995738,     0.05354958594,      0.0537423815,     0.05363150752,    -0.04815951177,    -0.08072605259,    -0.08610502411,      0.2169334323,     -0.2149905885,      0.8912520438
         117,      -5.517426803,      -4.917495087,      -4.905226342,       3.313248646,       1.429165447,     0.02000366902,       3.862207447,       2.877729685,       1.474701723,       2.408080278,       1.440318631,       5.404045992,       1.384235456,       2.566916678,       1.415669708,       3.473569581,       3.824570443,       4.111006717,       4.742414093,       3.882211116,     0.05602145591,     0.05350451368,     0.05396235387,       0.053589218,    -0.04780145354,    -0.08124260706,    -0.08695838687,      0.2170775415,     -0.2160024475,      0.8602029774
         118,      -5.589716668,      -4.912499029,      -4.904321188,       3.317403138,       1.430886315,     0.01585633841,       3.907803462,       2.835545001,       1.474789033,       2.345313417,       1.437393362,       5.504897472,       1.395637721,        2.57853689,       1.414129391,         3.4327743,       3.878039927,        4.19224042,       4.748289453,         3.9236598,     0.05602422912,     0.05344999779,        0.05418419,     0.05356001121,    -0.04742090646,    -0.08176828221,    -0.08775240283,      0.2172184281,     -0.2169415915,       0.824629653
         119,      -5.673849713,      -4.907886011,       -4.90703791,       3.315832176,       1.432572158,      0.0112274328,       3.951548177,       2.794030044,        1.47444635,       2.293979991,       1.434047184,       5.566562578,       1.406992576,       2.593719331,       1.413283281,       3.389059124,       3.932440007,       4.268271997,       4.748404334,        3.96277561,     0.05601758005,      0.0533875281,     0.05440414418,     0.05354399473,    -0.04702494542,    -0.08229361184,    -0.08847928595,      0.2173532471,     -0.2177978432,      0.7856287242
         120,      -5.763415764,      -4.904762829,      -4.913482063,       3.308318672,       1.434312416,    0.006313612025,       3.993024781,       2.754707328,       1.473952902,       2.255344573,       1.430384248,       5.588651189,        1.41824028,       2.609703255,       1.413155271,       3.342978705,       3.986718098,       4.338836504,       4.742631089,       3.999338393,     0.05600632972,     0.05331922927,     0.05462125006,     0.05354176963,    -0.04661737843,    -0.08280982342,    -0.08914012237,      0.2174885787,     -0.2185673242,      0.7432926954
         121,      -5.836798983,      -4.903898152,      -4.923868277,       3.294921365,       1.435989515,  -0.0001128659761,       4.032411429,       2.718523998,       1.473224954,       2.230847623,       1.426363734,       5.571766871,       1.429174191,       2.624251021,       1.413607167,       3.295143809,       4.039796461,       4.405104668,        4.73091088,       4.032298563,     0.05598966478,     0.05324421304,     0.05483150378,     0.05355059895,    -0.04620229944,    -0.08330796904,    -0.08974734106,      0.2176159806,     -0.2192576095,      0.6986123173
         122,      -5.864571323,      -4.905433368,      -4.938360342,       3.276024356,       1.437518408,   -0.007198411715,       4.068887031,       2.686458111,       1.472210077,       2.221971116,       1.421997448,       5.517193408,        1.43964057,       2.635648721,       1.414496212,       3.246160072,       4.090641564,       4.465873868,       4.713542764,       4.061688619,     0.05596717347,     0.05316262517,     0.05503201752,     0.05356771713,     -0.0457836049,    -0.08377940002,    -0.09029222388,      0.2177295333,     -0.2198552288,      0.6518541451
         123,      -5.828373161,      -4.909707741,      -4.957243694,       3.252315688,       1.438823582,    -0.01529336499,       4.102262481,       2.659503173,        1.47087709,       2.230086582,       1.417320906,       5.426845666,       1.449499933,       2.642836916,       1.415660182,       3.196660685,       4.138344079,       4.521354769,        4.69113927,       4.086969116,     0.05593872041,     0.05307507083,     0.05522022164,     0.05359000687,    -0.04536556844,    -0.08421668888,    -0.09077825731,      0.2178240198,     -0.2203605146,      0.6041701532
         124,      -5.757832487,      -4.916420732,      -4.980361555,        3.22473796,       1.439838308,    -0.02353766339,       4.131727732,       2.638652381,       1.469221342,       2.256419286,       1.412391362,       5.303076652,       1.458613922,       2.645452732,       1.416924951,       3.147328031,       4.182276957,       4.570073814,       4.664576268,       4.108190069,     0.05590440088,     0.05298256994,     0.05539359687,     0.05361414242,    -0.04495337968,    -0.08461530911,    -0.09119473609,      0.2178947101,     -0.2207634249,      0.5563861987
         125,      -5.682910864,      -4.925561809,      -5.007853513,       3.194320631,       1.440560213,    -0.03138704143,       4.156791098,       2.624774678,       1.467350007,       2.301788444,       1.407309082,       5.148599894,       1.466910473,       2.643580967,       1.418152919,        3.09881436,       4.221731715,       4.611431414,       4.634880843,       4.125404056,     0.05586619475,     0.05288702565,     0.05555094808,     0.05363755349,    -0.04455211384,    -0.08496917968,    -0.09153862425,       0.217941722,     -0.2210599178,      0.5094767871
         126,      -5.616157119,      -4.936835409,      -5.039172989,       3.162136121,       1.440985558,    -0.03919679706,       4.177489178,        2.61837794,       1.465365541,       2.366569639,       1.402171622,       4.966571009,       1.474315293,       2.637762421,       1.419214101,       3.051757623,       4.256753543,       4.645410398,       4.603121679,       4.138292381,     0.05582611841,     0.05279027743,     0.05569102048,     0.05365779459,     -0.0441669897,    -0.08527918105,    -0.09181155281,      0.2179652109,     -0.2212577236,      0.4648292982
         127,      -5.560916518,      -4.949621819,       -5.07330892,       3.129320936,       1.441096461,    -0.04679589843,       4.193707023,       2.619636277,       1.463328099,       2.450762006,       1.397071301,       4.760521925,       1.480743149,       2.629025403,        1.41998488,       3.006812865,       4.286311055,       4.672614178,       4.570417397,       4.146911124,     0.05578543819,     0.05269404391,      0.0558123223,     0.05367251445,    -0.04380352672,    -0.08553591754,    -0.09202029791,      0.2179643189,     -0.2213597422,       0.423506273
         128,      -5.515936741,      -4.963307887,      -5.108556421,       3.097052619,       1.440888502,    -0.05468210733,       4.205562314,       2.628480635,       1.461296902,       2.553926659,       1.392114541,       4.534316562,       1.486123495,       2.618785173,       1.420370595,       2.964623734,       4.311376542,       4.692392491,       4.537941121,       4.150880207,     0.05574532333,     0.05260033207,     0.05591364111,      0.0536799189,    -0.04346716098,    -0.08574894167,    -0.09216071873,      0.2179392154,     -0.2213768214,      0.3870609135
         129,      -5.480922367,      -4.976992727,      -5.142329863,       3.066516616,       1.440363772,     -0.0612026551,       4.212384663,        2.64465614,       1.459319791,       2.675210656,       1.387414323,       4.292027223,       1.490391636,       2.608743981,       1.420303936,       2.925809272,       4.330515071,       4.704458572,       4.506880388,       4.151182008,     0.05570666937,     0.05251128658,     0.05599386525,     0.05367873152,    -0.04316315547,    -0.08590442573,    -0.09223152844,      0.2178905527,     -0.2212991096,      0.3556983799
         130,      -5.454068793,      -4.990365756,      -5.170932497,        3.03884603,       1.439546295,     -0.0667097255,       4.214504604,       2.667712857,       1.457463943,       2.813164286,       1.383091721,       4.038046318,       1.493503461,       2.600713695,       1.419757405,       2.890903039,       4.344042336,       4.709276232,       4.478392325,       4.147794879,     0.05567069105,     0.05242924238,     0.05605227188,     0.05366844962,    -0.04289612775,    -0.08600535765,    -0.09223738862,      0.2178206549,      -0.221138874,       0.330597446
         131,      -5.434785164,      -5.002556068,      -5.190494033,       3.015104306,        1.43845471,    -0.07166334832,       4.212376405,       2.697023659,       1.455763816,        2.96585369,       1.379256018,       3.776975829,       1.495415317,       2.596532099,       1.418725858,       2.860352728,       4.352666737,       4.707239752,       4.453559016,       4.140713057,     0.05563804534,     0.05235630746,     0.05608811184,     0.05364897386,    -0.04267005325,    -0.08605950566,    -0.09218222757,      0.2177314385,     -0.2209117865,      0.3128459595
         132,      -5.422333168,      -5.013259363,      -5.197908237,        2.99627598,       1.437107513,      -0.076393219,       4.206428698,       2.731893766,       1.454224917,       3.130930159,       1.376008233,       3.513518045,        1.49609418,       2.597971067,       1.417228496,       2.834542871,       4.356927223,       4.698832433,       4.433383494,       4.130035479,     0.05560883861,     0.05229443531,     0.05610080382,      0.0536206592,    -0.04248847309,    -0.08607042468,    -0.09207050826,      0.2176247369,      -0.220629406,      0.3033480147
         133,      -5.416273666,       -5.02233172,      -5.192962757,       2.983243801,       1.435530974,     -0.0801132378,       4.196663924,       2.771652114,       1.452840044,       3.305689233,       1.373436547,       3.252372966,       1.495532325,       2.606624641,       1.415311789,       2.813778944,       4.356128886,       4.684674311,       4.418774775,       4.116550686,     0.05558290752,     0.05224534337,     0.05609021697,     0.05358438067,    -0.04235414872,    -0.08603162378,    -0.09190764727,      0.2175028485,     -0.2202934198,       0.302224089
         134,      -5.416116207,      -5.029803974,      -5.178049962,       2.976751601,         1.4337614,    -0.08303791032,       4.183470805,       2.815681273,       1.451599397,       3.487115569,        1.37161391,        2.99816352,       1.493749429,       2.623800091,       1.413047339,       2.798255464,       4.351014791,       4.664965138,       4.410513001,       4.100432895,     0.05556002296,      0.0522104651,     0.05605671214,     0.05354149318,    -0.04226888211,     -0.0859520277,     -0.0916952821,      0.2173686934,     -0.2199161919,      0.3100801056
         135,      -5.421610998,      -5.035637568,      -5.157324221,       2.977377275,       1.431838987,    -0.08497149802,        4.16722286,       2.863433864,          1.450484,       3.672003861,       1.370591139,       2.755306732,       1.490788742,       2.650450023,       1.410524051,         2.7880657,       4.342167814,       4.640006714,       4.409216262,       4.082251362,     0.05553978449,     0.05219080487,     0.05600106274,     0.05349367985,    -0.04223316818,    -0.08583743794,    -0.09143575716,       0.217225332,     -0.2195063633,      0.3269649003
         136,      -5.432377655,      -5.040587569,      -5.134073707,        2.98550661,       1.429809578,    -0.08629305749,       4.148514604,       2.914442218,        1.44947173,       3.857047647,         1.3703966,       2.527916949,       1.486721028,       2.687114457,       1.407845158,       2.783294237,       4.330933673,       4.609869918,       4.415316188,       4.062221546,      0.0555217319,     0.05218692956,     0.05592453708,     0.05344290181,    -0.04224698781,    -0.08570056976,    -0.09112939363,      0.2170761004,     -0.2190769512,      0.3530946418
         137,      -5.448615658,      -5.044823994,      -5.110754864,       3.001328677,       1.427720575,     -0.0869386675,         4.1278407,       2.968336705,       1.448535053,       4.038985658,       1.371033782,       2.319680895,       1.481641755,       2.733911599,       1.405119817,       2.783863281,       4.317600698,       4.575379379,       4.429049251,       4.040902033,     0.05550531013,      0.0521989153,     0.05582884863,     0.05339123663,    -0.04230855018,    -0.08554414619,    -0.09078294457,      0.2169243107,     -0.2186356409,      0.3881472183
         138,      -5.470146626,      -5.048275254,      -5.089243634,       3.025125663,       1.425570651,    -0.08701695853,       4.105562767,       3.025282204,        1.44754565,       4.215610714,       1.372442969,       2.133211711,       1.475645968,       2.790988815,       1.402422904,        2.78945118,       4.302498471,       4.537073255,       4.450696314,       4.018545809,     0.05548789636,     0.05222555068,     0.05571563452,     0.05334005228,    -0.04241444957,    -0.08537328536,    -0.09040128052,      0.2167691338,     -0.2181890154,      0.4321505055
         139,      -5.496557437,       -5.05138998,      -5.070446012,       3.056741873,       1.423485564,     -0.0870311582,         4.0824085,       3.085369991,       1.446620208,       4.383986792,       1.374632577,       1.971070994,       1.468937268,       2.857685364,       1.399907965,       2.799620953,       4.286736347,        4.49563914,       4.480227437,       3.995377342,     0.05547121401,      0.0522670797,     0.05558872491,     0.05329236708,    -0.04255999866,    -0.08520034433,    -0.08999001965,      0.2166193857,     -0.2177503626,      0.4848500953
         140,      -5.527740942,      -5.054346771,      -5.054938342,       3.095691024,       1.421535598,    -0.08707663456,       4.058923772,       3.148375189,       1.445800768,       4.541296082,       1.377549991,        1.83531477,       1.461677047,       2.932874076,       1.397684011,       2.813791839,       4.271145636,       4.451655933,       4.517226621,       3.971847138,     0.05545610142,      0.0523224787,     0.05545110163,     0.05325027111,    -0.04273960882,    -0.08503294228,    -0.08955365983,      0.2164799529,     -0.2173262109,      0.5453794833
         141,      -5.563633076,       -5.05727395,      -5.042927827,       3.141284947,       1.419764398,    -0.08605452057,       4.035038528,       3.213909475,       1.445091054,       4.685063355,       1.381113877,       1.727476802,       1.454014685,        3.01512021,       1.395833243,       2.831449778,       4.255079692,       4.405620217,       4.561049345,       3.948984007,     0.05544280125,     0.05239013842,     0.05530550624,     0.05321531836,    -0.04294774752,    -0.08486623667,    -0.08909603798,      0.2163537643,     -0.2169100222,      0.6120653376
         142,      -5.603262787,      -5.060258323,      -5.034314965,       3.192708015,       1.418208261,    -0.08398250729,       4.011055305,       3.281557133,       1.444486051,       4.813268907,       1.385232181,       1.648485301,       1.446109806,       3.102809981,       1.394418931,       2.852020515,        4.23900885,       4.357887286,       4.610916276,       3.927072798,     0.05543135186,     0.05246824403,     0.05515490168,     0.05318869488,    -0.04317860701,    -0.08470715439,    -0.08861988904,      0.2162431924,     -0.2165056504,      0.6838434781
         143,      -5.646308159,      -5.063061245,      -5.029056184,       3.248990207,       1.416912976,    -0.08210447993,       3.987859726,        3.35085579,       1.444011634,       4.924246951,        1.38981627,       1.598661278,         1.4381367,       3.194139192,       1.393495135,       2.874888212,       4.224736174,       4.308959027,       4.665903183,       3.905755247,     0.05542228619,     0.05255506926,     0.05500258133,      0.0531714243,    -0.04342596301,    -0.08457395607,    -0.08812937763,      0.2161513611,     -0.2161292967,      0.7601479361
         144,      -5.690398788,      -5.065681912,      -5.026977325,       3.308920778,       1.415933562,    -0.08047952147,       3.965776126,       3.421131857,       1.443730823,       5.016560932,       1.394785873,       1.577704693,       1.430271185,       3.287035443,       1.393108583,       2.899467483,       4.212727637,        4.25929256,        4.72485434,       3.885296605,     0.05541683966,     0.05264906782,     0.05485191927,     0.05316440181,    -0.04368387945,     -0.0844706296,    -0.08762830854,      0.2160822286,     -0.2157828176,       0.839557735
         145,      -5.732080289,      -5.068034977,      -5.028139168,       3.371191366,       1.415295844,    -0.07824062533,       3.944691808,       3.491557624,       1.443674884,       5.089196633,       1.400041042,        1.58474678,       1.422659434,       3.379404784,        1.39327485,       2.925092753,       4.202274994,        4.20948473,       4.786487211,       3.866451183,     0.05541570054,     0.05274830314,     0.05470571768,     0.05316789693,    -0.04394571778,    -0.08439105122,    -0.08712202839,      0.2160376183,     -0.2154587974,      0.9200360278
         146,      -5.766629712,      -5.070221663,      -5.032219199,        3.43435591,       1.415030747,    -0.07567077048,       3.924935819,       3.561124613,       1.443894103,       5.141448948,        1.40549279,       1.618337356,        1.41545187,       3.469092078,       1.393999354,       2.951233791,       4.193933544,       4.159955203,       4.849386657,       3.849265048,     0.05541986944,     0.05285107414,     0.05456692304,     0.05318199944,    -0.04420616479,    -0.08434108436,    -0.08661444046,       0.216019866,     -0.2151616896,       1.000121609
         147,      -5.788789715,      -5.072298747,      -5.039152018,       3.496957871,       1.415147987,    -0.07217689409,       3.906420846,       3.628720242,       1.444414678,       5.173011251,       1.411046313,       1.676556951,       1.408774522,       3.554077382,       1.395261535,       2.977257356,       4.187094787,       4.111327338,       4.912105857,       3.834243952,     0.05542989506,     0.05295556656,      0.0544380345,     0.05320628981,    -0.04445973405,    -0.08431684248,    -0.08611157742,      0.2160297859,      -0.214888154,       1.077861905
         148,      -5.796639124,      -5.074409276,      -5.048827155,       3.557502819,       1.415657347,    -0.06932143867,       3.890062077,       3.693091783,       1.445281309,       5.183859144,       1.416622283,       1.757076121,       1.402729522,       3.632413763,       1.397034313,       3.002814516,       4.183955349,       4.063827865,       4.973160166,       3.820740638,      0.0554466264,     0.05306028811,     0.05432110215,     0.05324024221,    -0.04470316132,    -0.08433545628,    -0.08561609198,      0.2160682589,     -0.2146547096,       1.152419528
         149,      -5.790030028,      -5.076772352,      -5.061080738,        3.61457322,        1.41654703,    -0.06668362599,       3.875821389,       3.752924546,       1.446509951,       5.174299257,       1.422137027,         1.8573127,       1.397392825,       3.702395286,       1.399266749,       3.027335669,       4.183959133,       4.018192186,       5.031120251,       3.809137763,     0.05547038083,     0.05316366241,     0.05421766428,     0.05328287061,    -0.04493277667,    -0.08439083548,    -0.08513556168,      0.2161345781,     -0.2144591738,       1.221982487
         150,       -5.77137292,      -5.079723582,      -5.075706609,       3.666810076,       1.417802844,    -0.06373979178,       3.863515537,       3.806864322,       1.448118873,       5.144896618,       1.427517753,       1.974419955,        1.39282702,       3.762527293,       1.401900406,       3.050850572,       4.186409721,       3.974687748,        5.08461292,       3.799775745,     0.05550147301,     0.05326434072,     0.05412901723,     0.05333305834,    -0.04514811568,    -0.08447643653,    -0.08467351426,      0.2162278893,     -0.2142980665,       1.284837175
         151,      -5.746546398,      -5.083565463,      -5.092384521,       3.712976407,       1.419395022,    -0.06006265736,         3.8531285,       3.853572323,       1.450104315,       5.096471021,       1.432692031,       2.105410374,       1.389067891,       3.811594629,       1.404864655,        3.07281483,       4.190908782,       3.933989166,       5.132371429,       3.793065843,     0.05553980315,     0.05336098547,     0.05405593072,     0.05338944885,    -0.04534495207,    -0.08458691712,    -0.08423741245,      0.2163461682,     -0.2141692817,       1.339305586
         152,      -5.718604923,      -5.088693202,      -5.110736733,       3.751986541,        1.42128526,    -0.05585229572,       3.844799217,       3.891787533,       1.452448369,       5.030065749,       1.437593588,        2.24723159,       1.386131073,       3.848668406,        1.40808359,       3.093276859,       4.197523293,       3.896424104,       5.173271801,       3.788946922,     0.05558498729,     0.05345238485,     0.05399877294,     0.05345059202,    -0.04552277251,    -0.08472226166,    -0.08383165921,      0.2164867371,     -0.2140766934,       1.384324879
         153,      -5.691068024,      -5.095280783,      -5.130249483,       3.782912423,       1.423431971,    -0.05273836998,       3.839449791,       3.920360866,       1.455126344,       4.946927815,       1.442165502,       2.396796557,       1.384016694,       3.873089809,       1.411480994,        3.11185377,       4.208190187,        3.86258912,       5.206344394,       3.786711421,     0.05563650619,     0.05353751182,     0.05395760002,     0.05351504123,    -0.04567906746,    -0.08489610254,    -0.08346332117,      0.2166466593,     -0.2140384912,       1.419632973
         154,      -5.665457555,      -5.103660256,      -5.150214337,       3.805067251,       1.425775412,    -0.04997220181,       3.836736861,        3.93834898,       1.458078011,       4.848485704,        1.44634859,       2.551190561,       1.382698513,       3.884533996,       1.414972159,       3.128582461,       4.221872044,       3.832766418,       5.230842663,       3.786764659,     0.05569317402,     0.05361528745,     0.05393192584,     0.05358117881,    -0.04581421147,    -0.08509641836,    -0.08313665416,      0.2168215661,      -0.214047284,       1.444078004
         155,      -5.642386244,      -5.113925548,      -5.169768269,       3.817924594,       1.428271743,    -0.04731736158,       3.836585163,       3.944999645,        1.46126623,       4.736360206,       1.450107216,        2.70747423,       1.382148599,       3.882896283,       1.418489324,       3.143368153,       4.238040211,       3.807468998,       5.246196337,       3.789267802,     0.05575423349,     0.05368509775,     0.05392124092,     0.05364773559,    -0.04592802117,    -0.08531613915,    -0.08285806787,      0.2170083077,     -0.2141022282,       1.456928536
         156,      -5.621984576,      -5.126248505,      -5.187817372,        3.82128451,       1.430836737,    -0.04401808058,       3.838568523,          3.939878,       1.464577189,       4.612248799,       1.453384441,       2.863201431,       1.382300156,       3.868446567,       1.421940233,       3.156219938,       4.255466219,       3.787015688,       5.252121247,       3.794550443,     0.05581752622,     0.05374588897,     0.05392422437,     0.05371294014,     -0.0460212208,    -0.08554242253,    -0.08263219393,      0.2172005797,     -0.2141958373,       1.457570804
         157,      -5.604682608,      -5.140560594,      -5.203206019,        3.81511675,       1.433424671,    -0.04047009056,       3.842826958,       3.922861415,        1.46795916,       4.477979943,       1.456158931,        3.01594704,       1.383106453,        3.84163348,       1.425266101,       3.167439328,       4.274083797,       3.771791755,        5.24854142,       3.802356868,      0.0558819413,     0.05379731914,       0.053939982,     0.05377570744,    -0.04609614036,    -0.08577398536,    -0.08246410907,      0.2173949499,     -0.2143342348,       1.446184553
         158,      -5.590666675,      -5.156969326,      -5.214808219,         3.7995997,         1.4359744,    -0.03695381242,       3.849379893,       3.894078632,       1.471328955,       4.335480907,       1.458400623,       3.163534901,       1.384501325,       3.803123521,       1.428405223,       3.176848813,       4.293863709,       3.762071288,         5.2355741,       3.812426081,     0.05594588919,     0.05383885787,     0.05396721315,     0.05383487984,    -0.04615260939,    -0.08600894192,    -0.08235749971,      0.2175868401,      -0.214519051,       1.423148019
         159,      -5.579789872,      -5.175041293,      -5.221779583,       3.775124241,       1.438425017,     -0.0338733192,         3.8583247,       3.853954029,       1.474595345,       4.186780495,       1.460086771,        3.30402733,       1.386413413,        3.75379017,       1.431301629,       3.185014501,        4.31467582,        3.75804936,       5.213549258,       3.824451381,     0.05600765719,     0.05387010619,     0.05400450889,     0.05388940809,    -0.04619447227,    -0.08624364657,    -0.08231510732,      0.2177716804,     -0.2147532262,       1.389097878
         160,      -5.572121186,      -5.194355806,      -5.223921575,       3.742292571,       1.440717301,    -0.03117992896,       3.869445014,        3.80322386,       1.477663132,       4.033977052,       1.461201978,       3.435759071,       1.388768185,       3.694701305,       1.433904868,       3.191610247,       4.336132358,       3.759818121,       5.183009872,       3.838265085,     0.05606548903,     0.05389079503,     0.05405039554,     0.05393834649,      -0.046220774,    -0.08647446436,    -0.08233828588,      0.2179450261,     -0.2150335242,       1.344744787
         161,      -5.567600811,      -5.214060434,      -5.221361308,       3.701904589,       1.442793621,    -0.02831727696,       3.882287266,       3.742928245,       1.480434339,       3.879170218,       1.461737886,       3.557392582,       1.391488749,       3.627094318,       1.436168099,       3.196977687,       4.357012705,       3.767407344,        5.14469821,       3.853969989,     0.05611757971,     0.05390077516,     0.05410335027,     0.05398081538,    -0.04623419222,    -0.08669012445,    -0.08242756744,      0.2181025205,     -0.2153518841,        1.29072822
         162,       -5.56657689,      -5.233307433,      -5.214792798,       3.654922195,       1.444608107,    -0.02548555222,       3.896652691,       3.674387756,       1.482830541,       3.724448739,       1.461696676,       3.667855535,       1.394503795,       3.552337731,       1.438054633,       3.201017553,       4.376952638,         3.7807718,       5.099530302,       3.871167139,      0.0561624635,     0.05390009284,     0.05416196835,     0.05401613383,     -0.0462350464,    -0.08688827102,    -0.08258228781,      0.2182406585,     -0.2157056052,       1.228363163
         163,      -5.569142511,      -5.250964374,      -5.205300247,       3.602436379,       1.446124514,    -0.02299948493,        3.91247521,       3.599146391,       1.484791369,       3.571874343,       1.461089054,       3.766317719,       1.397744179,       3.471901515,       1.439536447,       3.204236477,       4.395715581,       3.799737169,       5.048560894,       3.889475725,     0.05619901843,     0.05388894792,     0.05422489345,     0.05404378445,    -0.04622681038,     -0.0870671433,    -0.08280027707,      0.2183566442,     -0.2160942307,       1.159085169
         164,      -5.575690892,      -5.265710513,      -5.194110324,       3.545642584,       1.447313701,     -0.0213671663,       3.929723202,       3.518915571,       1.486268876,       3.423463722,       1.459931727,       3.852188775,       1.401143953,       3.387339479,       1.440591633,       3.206390973,       4.413435498,       3.824178034,       4.992956285,       3.908356036,     0.05622637553,     0.05386764336,     0.05429083374,     0.05406336019,    -0.04620887771,    -0.08722744786,    -0.08307929904,      0.2184482128,     -0.2165156246,       1.084600249
         165,      -5.586255358,      -5.276195063,      -5.182412636,        3.48581383,       1.448152729,    -0.01975142604,       3.947798378,       3.435521077,       1.487225247,        3.28115679,       1.458247669,       3.925119623,       1.404639254,       3.300267688,       1.441204219,       3.207349279,       4.429135953,       3.853627689,       4.933966559,       3.928046952,     0.05624386835,     0.05383658995,     0.05435854102,     0.05407455988,    -0.04618110987,    -0.08736049601,     -0.0834137269,      0.2185135592,     -0.2169553328,       1.005919607
